mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz,risk_segmenti,viloyat_kredit_orni,churn_xavfi,ketib_qolish_xavfi,mijoz_qiymat_indeksi,mijoz_toifasi
UZB101932,Hasanov Rustam,Erkak,1988-07-15,38,35-44,Andijon,Andijon shahri,998901000000.0,rustam.hasano52@mail.ru,2019-04-06,89,Uzoq muddatli (3+ yil),InFinBank,Filial-069,Retail,Bakalavr,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,3221490,O‘rta (3-7 mln),527,O‘rta (500-649),1765252,Yo‘q,0,,,,0.0,Yo‘q,0,4,Omonat,Mastercard Gold,9,1693058,Faol,Ha,Ha,3.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,444272.76,Oddiy (Tier 3)
UZB101938,Mirzayeva Nilufar,Ayol,1976-08-25,50,45-54,Andijon,Andijon shahri,998331000000.0,nilufar.mirzay55@umail.uz,2022-06-05,51,Uzoq muddatli (3+ yil),Kapitalbank,Filial-011,SME,O‘rta,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,4154364,O‘rta (3-7 mln),618,O‘rta (500-649),12579280,Yo‘q,0,,,,0.0,Yo‘q,0,1,Overdraft,Visa Gold,21,2018386,Juda faol,Ha,Ha,9.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1084768.12,Platina (Tier 1)
UZB102721,Usmonov Erkin,Erkak,1989-04-22,37,35-44,Andijon,Xonobod,998883000000.0,erkin.usmono71@mail.ru,2025-11-06,9,Yangi (<1 yil),Asaka bank,Filial-022,Retail,O‘rta,Savdo,Bo‘ydoq,12871047,Yuqori (7-15 mln),680,Yaxshi (650-749),4118643,Yo‘q,0,,,,0.0,Yo‘q,0,3,Biznes krediti,Visa Classic,12,7045981,Faol,Ha,Yo‘q,8.0,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1633956.4700000002,Platina (Tier 1)
UZB102719,Juraeva Gulchehra,Ayol,1971-05-11,55,55+,Andijon,Andijon shahri,998339000000.0,gulchehra.juraev80@umail.uz,2019-08-11,85,Uzoq muddatli (3+ yil),Asaka bank,Filial-074,Retail,Bakalavr,Davlat xizmati,Bo‘ydoq,2676980,Past (< 3 mln),555,O‘rta (500-649),5248393,Yo‘q,0,,,,0.0,Ha,5594263,2,Avtokredit,UnionPay,21,1271389,Juda faol,Ha,Ha,1.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,555545.43,Oddiy (Tier 3)
UZB102716,Rasulova Zarina,Ayol,1988-09-28,37,35-44,Andijon,Andijon shahri,998913000000.0,zarina.rasulo54@yandex.ru,2026-02-27,6,Yangi (<1 yil),Universal bank,Filial-015,Corporate,O‘rta,Davlat xizmati,Uylangan/Turmushga chiqqan,7134497,Yuqori (7-15 mln),671,Yaxshi (650-749),6468064,Yo‘q,0,,,,0.0,Ha,6195687,1,Mikroqarz,Uzcard,19,9977674,Faol,Ha,Yo‘q,9.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1236406.3800000001,Platina (Tier 1)
UZB100514,Latipova Komila,Ayol,1987-10-17,38,35-44,Andijon,Andijon shahri,998907000000.0,komila.latipo61@inbox.uz,2019-09-09,84,Uzoq muddatli (3+ yil),InFinBank,Filial-055,Corporate,Oliy,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,8703735,Yuqori (7-15 mln),716,Yaxshi (650-749),4762772,Yo‘q,0,,,,0.0,Yo‘q,0,1,Plastik karta,UnionPay,12,3904759,Faol,Ha,Yo‘q,8.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1186607.28,Platina (Tier 1)
UZB102714,Hasanov Kamol,Erkak,1981-11-14,44,35-44,Andijon,Asaka,998954000000.0,kamol.hasano73@mail.ru,2020-11-30,69,Uzoq muddatli (3+ yil),Xalq banki,Filial-005,Retail,Oliy,Sog‘liqni saqlash,Bo‘ydoq,4475682,O‘rta (3-7 mln),591,O‘rta (500-649),374559,Yo‘q,0,,,,0.0,Yo‘q,0,2,Plastik karta,Uzcard,5,3147567,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,529247.49,Oddiy (Tier 3)
UZB102706,Kamolov Dilshod,Erkak,1994-01-15,32,25-34,Andijon,Shahrixon,998939000000.0,dilshod.kamolo78@mail.ru,2024-11-01,22,O‘rta (1-3 yil),Agrobank,Filial-005,VIP,O‘rta,Qishloq xo‘jaligi,Bo‘ydoq,14695609,Yuqori (7-15 mln),641,O‘rta (500-649),1642846,Yo‘q,0,,,,0.0,Yo‘q,0,1,Plastik karta,Uzcard,7,1858781,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1588878.8200000003,Platina (Tier 1)
UZB100521,Toshmatova Gulchehra,Ayol,1994-05-25,32,25-34,Andijon,Shahrixon,998955000000.0,gulchehra.toshma78@mail.ru,2022-06-17,51,Uzoq muddatli (3+ yil),Xalq banki,Filial-036,SME,O‘rta,Ishlab chiqarish,Uylangan/Turmushga chiqqan,2999079,Past (< 3 mln),430,Yomon (<500),359061,Yo‘q,0,,,,0.0,Ha,4859188,1,Avtokredit,Visa Gold,8,3909294,Faol,Ha,Ha,35.0,Raqamli,Past,Kutilmoqda,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,396046.83,Oddiy (Tier 3)
UZB102676,Yusupova Shahnoza,Ayol,1988-10-13,37,35-44,Andijon,Asaka,998944000000.0,shahnoza.yusupo14@yandex.ru,2020-11-23,70,Uzoq muddatli (3+ yil),Turonbank,Filial-017,Retail,O‘rta,Ta’lim,Uylangan/Turmushga chiqqan,1694126,Past (< 3 mln),506,O‘rta (500-649),651011,Yo‘q,0,,,,0.0,Ha,1728518,3,Muddatli depozit,UnionPay,8,1651127,Faol,Ha,Yo‘q,31.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,234985.69000000003,Oddiy (Tier 3)
UZB102655,Valiyev Hasan,Erkak,1993-08-20,33,25-34,Andijon,Xonobod,998889000000.0,hasan.valiye14@mail.ru,2026-07-09,1,Yangi (<1 yil),Milliy bank,Filial-075,Corporate,O‘rta maxsus,Transport,Bo‘ydoq,8447908,Yuqori (7-15 mln),608,O‘rta (500-649),526512,Yo‘q,0,,,,0.0,Yo‘q,0,6,Overdraft,UnionPay,6,2413741,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,919391.22,Oltin (Tier 2)
UZB102645,Kamolova Bahora,Ayol,2007-03-15,19,18-24,Andijon,Shahrixon,998948000000.0,bahora.kamolo32@inbox.uz,2022-04-02,53,Uzoq muddatli (3+ yil),Agrobank,Filial-032,Retail,O‘rta,Savdo,Uylangan/Turmushga chiqqan,6859547,O‘rta (3-7 mln),630,O‘rta (500-649),2605125,Yo‘q,0,,,,0.0,Ha,1148449,5,Iste’mol krediti,Uzcard,8,3227616,Faol,Ha,Ha,1.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,880763.27,Oltin (Tier 2)
UZB100785,Rasulova Dildora,Ayol,1995-08-15,31,25-34,Andijon,Shahrixon,998943000000.0,dildora.rasulo19@gmail.com,2023-10-15,34,O‘rta (1-3 yil),Orient Finans bank,Filial-077,Retail,O‘rta,O‘zini o‘zi band qilgan,Bo‘ydoq,9507957,Yuqori (7-15 mln),561,O‘rta (500-649),5947512,Yo‘q,0,,,,0.0,Yo‘q,0,1,Ipoteка,Visa Gold,19,9916128,Faol,Yo‘q,Ha,13.0,Raqamli,Past,Kutilmoqda,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1446493.86,Platina (Tier 1)
UZB102634,Nazarova Zarina,Ayol,2008-01-13,18,18-24,Andijon,Xonobod,998887000000.0,zarina.nazaro60@umail.uz,2026-01-17,7,Yangi (<1 yil),Trastbank,Filial-074,SME,Oliy,Turizm,Uylangan/Turmushga chiqqan,12666928,Yuqori (7-15 mln),698,Yaxshi (650-749),1169555,Yo‘q,0,,,,0.0,Yo‘q,0,1,Kredit kartasi,Mastercard Standard,9,681764,Faol,Ha,Ha,17.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1338805.83,Platina (Tier 1)
UZB100781,Zokirova Madina,Ayol,1987-09-26,38,35-44,Andijon,Xonobod,998917000000.0,madina.zokiro81@inbox.uz,2021-02-14,67,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-007,Corporate,Magistr,Ta’lim,Uylangan/Turmushga chiqqan,2092363,Past (< 3 mln),681,Yaxshi (650-749),1447458,Yo‘q,0,,,,0.0,Yo‘q,0,5,Plastik karta,UnionPay,2,554262,Past faol,Yo‘q,Ha,0.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,292694.44,Oddiy (Tier 3)
UZB102601,Yusupova Zarina,Ayol,1999-06-09,27,25-34,Andijon,Xonobod,998949000000.0,zarina.yusupo32@yandex.ru,2023-01-03,44,Uzoq muddatli (3+ yil),Tenge Bank,Filial-002,Retail,PhD,Energetika,Uylangan/Turmushga chiqqan,5245780,O‘rta (3-7 mln),577,O‘rta (500-649),309317,Yo‘q,0,,,,0.0,Ha,6429281,3,Overdraft,Mastercard Standard,11,14002751,Faol,Yo‘q,Ha,5.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,820098.87,Oltin (Tier 2)
UZB102597,Normatova Lola,Ayol,1995-03-14,31,25-34,Andijon,Andijon shahri,998997000000.0,lola.normat34@yandex.ru,2026-06-10,2,Yangi (<1 yil),Universal bank,Filial-003,SME,O‘rta maxsus,Qurilish,Ajrashgan,1773806,Past (< 3 mln),587,O‘rta (500-649),793410,Yo‘q,0,,,,0.0,Yo‘q,0,3,Biznes krediti,Visa Classic,7,1676376,O‘rtacha,Yo‘q,Ha,5.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,250578.62,Oddiy (Tier 3)
UZB102040,Usmonova Bahora,Ayol,2006-01-13,20,18-24,Andijon,Andijon shahri,998906000000.0,bahora.usmono90@yandex.ru,2026-07-11,1,Yangi (<1 yil),Xalq banki,Filial-027,Retail,Oliy,Qishloq xo‘jaligi,Uylangan/Turmushga chiqqan,2549872,Past (< 3 mln),662,Yaxshi (650-749),8333817,Yo‘q,0,,,,0.0,Yo‘q,0,1,Mikroqarz,Uzcard,13,2606210,Faol,Yo‘q,Ha,5.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,723802.25,Oltin (Tier 2)
UZB102563,Yusupov Jamshid,Erkak,1997-11-09,28,25-34,Andijon,Andijon shahri,998884000000.0,jamshid.yusupo86@gmail.com,2021-06-14,63,Uzoq muddatli (3+ yil),Davr bank,Filial-002,Retail,Magistr,Davlat xizmati,Uylangan/Turmushga chiqqan,7486545,Yuqori (7-15 mln),593,O‘rta (500-649),3484811,Yo‘q,0,,,,0.0,Ha,4526599,2,Muddatli depozit,Visa Classic,11,2520108,Faol,Ha,Ha,0.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,973297.2100000001,Oltin (Tier 2)
UZB102541,Ibragimova Rayhon,Ayol,1987-07-25,39,35-44,Andijon,Xonobod,998908000000.0,rayhon.ibragi80@gmail.com,2022-03-14,54,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-059,Retail,Bakalavr,Turizm,Uylangan/Turmushga chiqqan,1792374,Past (< 3 mln),616,O‘rta (500-649),1094340,Yo‘q,0,,,,0.0,Yo‘q,0,6,Iste’mol krediti,Mastercard Standard,2,1227335,Past faol,Ha,Yo‘q,4.0,Raqamli,Past,Kutilmoqda,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,258501.10000000003,Oddiy (Tier 3)
UZB102049,Usmonova Gulnora,Ayol,1995-10-27,30,25-34,Andijon,Asaka,998992000000.0,gulnora.usmono59@inbox.uz,2018-12-09,93,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-040,Retail,O‘rta maxsus,Davlat xizmati,Uylangan/Turmushga chiqqan,4667262,O‘rta (3-7 mln),581,O‘rta (500-649),3296393,Yo‘q,0,,,,0.0,Yo‘q,0,4,Plastik karta,UnionPay,6,3074193,O‘rtacha,Ha,Ha,4.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,693029.7100000001,Oltin (Tier 2)
UZB102532,Sultonov Sardor,Erkak,1986-03-22,40,35-44,Andijon,Andijon shahri,998885000000.0,sardor.sulton11@inbox.uz,2021-10-07,59,Uzoq muddatli (3+ yil),Xalq banki,Filial-013,SME,O‘rta,Energetika,Uylangan/Turmushga chiqqan,6013040,O‘rta (3-7 mln),586,O‘rta (500-649),1043664,Yo‘q,0,,,,0.0,Ha,1947661,2,Omonat,Humo,5,475890,O‘rtacha,Ha,Yo‘q,14.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,663005.0,Oltin (Tier 2)
UZB100767,Ergasheva Nilufar,Ayol,1977-07-03,49,45-54,Andijon,Xonobod,998333000000.0,nilufar.ergash70@mail.ru,2022-04-07,53,Uzoq muddatli (3+ yil),Turonbank,Filial-069,Retail,PhD,Turizm,Bo‘ydoq,7433020,Yuqori (7-15 mln),702,Yaxshi (650-749),1366173,Yo‘q,0,,,,0.0,Yo‘q,0,1,Iste’mol krediti,Visa Classic,10,4968483,Faol,Ha,Yo‘q,2.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,910980.31,Oltin (Tier 2)
UZB102528,Yusupova Shahnoza,Ayol,1989-07-16,37,35-44,Andijon,Xonobod,998908000000.0,shahnoza.yusupo14@mail.ru,2021-06-24,62,Uzoq muddatli (3+ yil),Agrobank,Filial-075,Corporate,Oliy,Ishlab chiqarish,Uylangan/Turmushga chiqqan,16704357,Juda yuqori (15+ mln),532,O‘rta (500-649),3032567,Yo‘q,0,,,,0.0,Yo‘q,0,2,Mikroqarz,Uzcard,7,2202480,O‘rtacha,Yo‘q,Ha,11.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1866113.6500000004,Platina (Tier 1)
UZB100765,Boboyev Dilshod,Erkak,1984-12-08,41,35-44,Andijon,Andijon shahri,998916000000.0,dilshod.boboye33@umail.uz,2025-12-24,8,Yangi (<1 yil),Aloqabank,Filial-006,SME,Oliy,O‘zini o‘zi band qilgan,Ajrashgan,8010764,Yuqori (7-15 mln),643,O‘rta (500-649),8718901,Yo‘q,0,,,,0.0,Yo‘q,0,2,Omonat,Uzcard,14,1552684,Faol,Yo‘q,Ha,3.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1268075.1300000001,Platina (Tier 1)
UZB102517,Ibragimov Temur,Erkak,1989-12-24,36,35-44,Andijon,Andijon shahri,998956000000.0,temur.ibragi84@gmail.com,2021-05-09,64,Uzoq muddatli (3+ yil),Anorbank,Filial-013,SME,Oliy,Qurilish,Uylangan/Turmushga chiqqan,4578020,O‘rta (3-7 mln),683,Yaxshi (650-749),824125,Yo‘q,0,,,,0.0,Ha,1149427,2,Muddatli depozit,Mastercard Standard,10,2848106,Faol,Yo‘q,Ha,20.0,Raqamli,Past,Qisman,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,555970.37,Oddiy (Tier 3)
UZB102511,Normatov Kamol,Erkak,1974-12-06,51,45-54,Andijon,Asaka,998914000000.0,kamol.normat60@inbox.uz,2024-12-20,20,O‘rta (1-3 yil),Aloqabank,Filial-059,Retail,O‘rta maxsus,Transport,Uylangan/Turmushga chiqqan,3720358,O‘rta (3-7 mln),506,O‘rta (500-649),5419762,Yo‘q,0,,,,0.0,Yo‘q,0,1,Omonat,Visa Classic,25,8745282,Juda faol,Ha,Ha,2.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,817929.5400000002,Oltin (Tier 2)
UZB102499,Nazarova Laylo,Ayol,2008-08-24,18,18-24,Andijon,Asaka,998997000000.0,laylo.nazaro27@inbox.uz,2021-06-24,62,Uzoq muddatli (3+ yil),Milliy bank,Filial-014,SME,Oliy,Davlat xizmati,Uylangan/Turmushga chiqqan,3456716,O‘rta (3-7 mln),652,Yaxshi (650-749),981751,Yo‘q,0,,,,0.0,Yo‘q,0,2,Avtokredit,UnionPay,6,2137401,O‘rtacha,Yo‘q,Ha,0.0,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,437507.17000000004,Oddiy (Tier 3)
UZB102486,Normatova Oydin,Ayol,1985-12-13,40,35-44,Andijon,Andijon shahri,998946000000.0,oydin.normat73@inbox.uz,2021-08-06,61,Uzoq muddatli (3+ yil),Hamkorbank,Filial-058,SME,Oliy,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,4584741,O‘rta (3-7 mln),747,Yaxshi (650-749),364858,Yo‘q,0,,,,0.0,Yo‘q,0,2,Mikroqarz,Visa Gold,8,2668237,Faol,Ha,Ha,2.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,530081.7400000001,Oddiy (Tier 3)
UZB102485,Mirzayev Farrux,Erkak,1996-07-31,30,25-34,Andijon,Xonobod,998884000000.0,farrux.mirzay40@mail.ru,2019-05-25,88,Uzoq muddatli (3+ yil),Aloqabank,Filial-023,Corporate,Magistr,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,1629372,Past (< 3 mln),658,Yaxshi (650-749),598728,Yo‘q,0,,,,0.0,Yo‘q,0,2,Muddatli depozit,Visa Gold,13,4965414,Faol,Ha,Yo‘q,12.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,292181.88,Oddiy (Tier 3)
UZB100756,Axmedov Bahrom,Erkak,1995-04-30,31,25-34,Andijon,Andijon shahri,998934000000.0,bahrom.axmedo50@yandex.ru,2026-03-29,5,Yangi (<1 yil),Qishloq qurilish bank,Filial-076,Retail,O‘rta,Bank/Moliya,Uylangan/Turmushga chiqqan,19021298,Juda yuqori (15+ mln),801,A’lo (750+),17848188,Yo‘q,0,,,,0.0,Ha,3229120,2,Biznes krediti,Mastercard Gold,16,1031883,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,2815176.8600000003,Platina (Tier 1)
UZB102471,Ismoilov Dilshod,Erkak,1979-01-22,47,45-54,Andijon,Asaka,998956000000.0,dilshod.ismoil70@yandex.ru,2019-04-15,89,Uzoq muddatli (3+ yil),Kapitalbank,Filial-071,VIP,Oliy,Turizm,Ajrashgan,4976931,O‘rta (3-7 mln),542,O‘rta (500-649),757871,Yo‘q,0,,,,0.0,Yo‘q,0,1,Mikroqarz,Mastercard Standard,16,1382195,Faol,Ha,Ha,21.0,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,563230.55,Oddiy (Tier 3)
UZB102095,Ergasheva Gulnora,Ayol,2005-02-21,21,18-24,Andijon,Shahrixon,998902000000.0,gulnora.ergash80@gmail.com,2026-07-11,1,Yangi (<1 yil),Anorbank,Filial-039,Corporate,O‘rta,Energetika,Uylangan/Turmushga chiqqan,8042565,Yuqori (7-15 mln),561,O‘rta (500-649),1912487,Yo‘q,0,,,,0.0,Ha,6509741,3,Ipoteка,Visa Classic,11,13963276,Faol,Ha,Ha,13.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1179146.37,Platina (Tier 1)
UZB100752,Juraeva Jasmina,Ayol,1990-06-07,36,35-44,Andijon,Asaka,998998000000.0,jasmina.juraev85@inbox.uz,2018-12-05,94,Uzoq muddatli (3+ yil),Tenge Bank,Filial-020,VIP,Magistr,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,3951474,O‘rta (3-7 mln),595,O‘rta (500-649),13734782,Yo‘q,0,,,,0.0,Yo‘q,0,3,Overdraft,Visa Gold,23,13161268,Juda faol,Ha,Ha,1.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1345111.8599999999,Platina (Tier 1)
UZB102099,Tursunov Sardor,Erkak,2001-02-16,25,25-34,Andijon,Xonobod,998908000000.0,sardor.tursun84@inbox.uz,2022-12-23,44,Uzoq muddatli (3+ yil),Hamkorbank,Filial-018,Retail,Magistr,Bank/Moliya,Bo‘ydoq,15632185,Juda yuqori (15+ mln),776,A’lo (750+),7506885,Yo‘q,0,,,,0.0,Yo‘q,0,5,Kredit kartasi,Mastercard Standard,14,5604745,Faol,Yo‘q,Ha,0.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,2050657.65,Platina (Tier 1)
UZB100617,Axmedov Jasur,Erkak,1995-04-11,31,25-34,Andijon,Xonobod,998884000000.0,jasur.axmedo32@mail.ru,2019-11-10,82,Uzoq muddatli (3+ yil),Trastbank,Filial-014,Retail,O‘rta,Qurilish,Bo‘ydoq,2583598,Past (< 3 mln),696,Yaxshi (650-749),1751257,Yo‘q,0,,,,0.0,Ha,2330217,5,Plastik karta,UnionPay,4,2700902,O‘rtacha,Ha,Ha,13.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,399940.69,Oddiy (Tier 3)
UZB102437,Ergasheva Lola,Ayol,1988-09-12,37,35-44,Andijon,Shahrixon,998938000000.0,lola.ergash66@yandex.ru,2020-12-23,69,Uzoq muddatli (3+ yil),Trastbank,Filial-018,VIP,Magistr,IT/Texnologiya,Uylangan/Turmushga chiqqan,8786747,Yuqori (7-15 mln),582,O‘rta (500-649),3617577,Yo‘q,0,,,,0.0,Ha,11606288,1,Kredit kartasi,Uzcard,9,2394748,Faol,Ha,Ha,5.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1107448.51,Platina (Tier 1)
UZB102117,Yusupova Sevara,Ayol,1978-10-18,47,45-54,Andijon,Andijon shahri,998902000000.0,sevara.yusupo57@yandex.ru,2026-04-28,4,Yangi (<1 yil),Turonbank,Filial-003,Corporate,O‘rta,Qurilish,Uylangan/Turmushga chiqqan,5517209,O‘rta (3-7 mln),490,Yomon (<500),152916,Yo‘q,0,,,,0.0,Yo‘q,0,1,Avtokredit,Humo,6,1791041,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,595187.52,Oddiy (Tier 3)
UZB102389,Normatov Mirzo,Erkak,1989-11-17,36,35-44,Andijon,Xonobod,998943000000.0,mirzo.normat32@inbox.uz,2020-07-28,74,Uzoq muddatli (3+ yil),Turonbank,Filial-055,Corporate,Bakalavr,Bank/Moliya,Bo‘ydoq,18378648,Juda yuqori (15+ mln),593,O‘rta (500-649),1301875,Yo‘q,0,,,,0.0,Yo‘q,0,1,Plastik karta,Visa Gold,6,360690,O‘rtacha,Yo‘q,Ha,10.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1910172.35,Platina (Tier 1)
UZB102388,Yusupov Farhod,Erkak,2002-04-06,24,18-24,Andijon,Shahrixon,998934000000.0,farhod.yusupo39@mail.ru,2023-08-27,36,Uzoq muddatli (3+ yil),Anorbank,Filial-019,Retail,O‘rta maxsus,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,9080191,Yuqori (7-15 mln),673,Yaxshi (650-749),2676780,Yo‘q,0,,,,0.0,Ha,9532944,2,Kredit kartasi,UnionPay,17,3488711,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),143,Faol / Sodiq,Faol / Sodiq,1111632.32,Platina (Tier 1)
